iter	Logloss
168	0.253539594
169	0.2532778458
170	0.2530798563
171	0.2528092403
172	0.2526716989
173	0.2524226437
174	0.2522026324
175	0.2519939124
176	0.2517316108
177	0.2514948485
178	0.2510694316
179	0.2508395625
180	0.2506155762
181	0.2502902263
182	0.250104174
183	0.2497923631
184	0.2494403559
185	0.2492161558
186	0.2490540927
187	0.2488780496
188	0.2485769924
189	0.2483334485
190	0.2481434791
191	0.2479466163
192	0.2477335775
193	0.2470649509
194	0.2467893073
195	0.2464248293
196	0.2461852548
197	0.2459280639
198	0.2457120636
199	0.2454969284
200	0.2452345035
201	0.2450293551
202	0.2448377013
203	0.2446755442
204	0.2444324129
205	0.2442630948
206	0.2440934058
207	0.2439005734
208	0.2436752473
209	0.2435129877
210	0.2432508695
211	0.2431002465
212	0.242937111
213	0.2426987684
214	0.2424883137
215	0.2422318779
216	0.2420527662
217	0.2418751958
218	0.2417311253
219	0.2415889158
220	0.2414191504
221	0.2412653151
222	0.2411154087
223	0.240998398
224	0.2407046524
225	0.2404950706
226	0.2401597965
227	0.2400041082
228	0.2399049654
229	0.239686999
230	0.239421911
231	0.2392757644
232	0.2391244728
233	0.2389568309
234	0.238833487
235	0.238663789
236	0.2384752252
237	0.2382924756
238	0.2380654739
239	0.2379744345
240	0.2378007665
241	0.237601869
242	0.2374665365
243	0.2372895545
244	0.2371080259
245	0.2369026969
246	0.2367273959
247	0.2365394369
248	0.2363328296
249	0.2362260424
250	0.2360724166
251	0.2358563021
252	0.2356730319
253	0.2355262214
254	0.2353945503
255	0.235180616
256	0.2349908925
257	0.234834767
258	0.2347164674
259	0.2345635046
260	0.2344510093
261	0.2341993159
262	0.2340152386
263	0.2338665244
264	0.2337306555
265	0.2335737177
266	0.2334660958
267	0.2332493763
268	0.2329376867
269	0.2327851999
270	0.2326945034
271	0.2325165152
272	0.232320283
273	0.2321888074
274	0.2320720548
275	0.2319558917
276	0.231799963
277	0.2316238314
278	0.2315128785
279	0.231356173
280	0.2312172929
281	0.2310956127
282	0.2309523645
283	0.230806835
284	0.2305906056
285	0.2304412228
286	0.2302798934
287	0.2301767166
288	0.2300488229
289	0.2299382174
290	0.2297977635
291	0.2296121182
292	0.2294931492
293	0.2293149824
294	0.2291581155
295	0.2289817488
296	0.2288103109
297	0.2286679965
298	0.2284839572
299	0.228374357
300	0.2282566155
301	0.2280822659
302	0.2279162207
303	0.22773337
304	0.2275895706
305	0.2274434281
306	0.2273081122
307	0.2272037899
308	0.2270098994
309	0.2268624643
310	0.2267809483
311	0.2265337024
312	0.2263751893
313	0.2262583934
314	0.2261022294
315	0.2259415415
316	0.2256909966
317	0.2255167766
318	0.2253820561
319	0.2252004593
320	0.2250628015
321	0.2249226486
322	0.2246265737
323	0.2244676999
324	0.224268505
325	0.2240945776
326	0.2239282785
327	0.2238125206
328	0.2236584779
329	0.2235611232
330	0.2234198217
331	0.2232982026
332	0.2231666697
333	0.2230438282
334	0.2229353527
335	0.2227355384
336	0.2226247155
337	0.22248032
338	0.2222923696
339	0.2221617656
340	0.2220395114
341	0.2218959736
342	0.2217292056
343	0.2215729153
344	0.2214164587
345	0.2211191655
346	0.221009218
347	0.2208226207
348	0.2206594998
349	0.2205109104
350	0.2203613708
351	0.2202270454
352	0.2200873085
353	0.2199429929
354	0.2198237305
355	0.2197186118
356	0.2195937833
357	0.2194205187
358	0.2192243979
359	0.2191040072
360	0.2189554003
361	0.2188545851
362	0.2187523737
363	0.2186374179
364	0.2185351588
365	0.2184535015
366	0.2182993816
367	0.2181808007
368	0.218061068
369	0.2179571135
370	0.2178441356
371	0.2177661377
372	0.217667172
373	0.217350913
374	0.2171614848
375	0.2170740765
376	0.2169023629
377	0.2167140256
378	0.2166258882
379	0.2165134325
380	0.2164181095
381	0.216257411
382	0.2160066112
383	0.2158323155
384	0.2157343132
385	0.2156466924
386	0.2155214712
387	0.2154301617
388	0.2152648824
389	0.215135139
390	0.215006024
391	0.2148689524
392	0.2147711767
393	0.214658301
394	0.2145343361
395	0.2143763166
396	0.214254651
397	0.2140716328
398	0.2138355058
399	0.213733456
400	0.2136321892
401	0.213513873
402	0.2134299665
403	0.2132714889
404	0.2130929413
405	0.2130239512
406	0.2128989636
407	0.2127248675
408	0.2126279447
409	0.212533042
410	0.2124520249
411	0.2122730368
412	0.2122025442
413	0.2119872459
414	0.2118841488
415	0.2116562644
416	0.2115535671
417	0.2114269978
418	0.2113388363
419	0.2111881913
420	0.2110754046
421	0.2109442486
422	0.2108134859
423	0.2107136165
424	0.2106271386
425	0.2105309829
426	0.2103959358
427	0.2103165278
428	0.2101436935
429	0.2100137986
430	0.2098574965
431	0.2097570449
432	0.2096279438
433	0.2095016956
434	0.2094209089
435	0.2093048053
436	0.2092008969
437	0.209067922
438	0.2089728027
439	0.2088421677
440	0.2087162275
441	0.2086290671
442	0.2085321272
443	0.2084090825
444	0.2083021071
445	0.2081395902
446	0.2080341485
447	0.2079098392
448	0.20783185
449	0.2077189425
450	0.2075784038
451	0.2074289742
452	0.2072990358
453	0.207225092
454	0.2071079427
455	0.2069835485
456	0.2069131632
457	0.2067920585
458	0.2067107505
459	0.2066073516
460	0.2065290356
461	0.206433811
462	0.2062531298
463	0.2060898578
464	0.2059441102
465	0.2058749092
466	0.2057921308
467	0.2057558592
468	0.205636776
469	0.2055515577
470	0.2054054213
471	0.2052788504
472	0.2051746843
473	0.2051009285
474	0.2050159307
475	0.2048606353
476	0.2047674719
477	0.2046551795
478	0.2045790419
479	0.20450343
480	0.2044028473
481	0.2043038822
482	0.2042389144
483	0.204126529
484	0.2040084029
485	0.2039308853
486	0.2038216809
487	0.2037003747
488	0.2036125636
489	0.2035397642
490	0.2034868767
491	0.2034105829
492	0.2033647707
493	0.2032519453
494	0.2030618059
495	0.2029761215
496	0.2028722002
497	0.2028249761
498	0.2026916844
499	0.2026030279
500	0.2025329829
501	0.2024860679
502	0.2023222821
503	0.2022212614
504	0.2021122531
505	0.2020419031
506	0.2019215799
507	0.2018230782
508	0.2017138333
509	0.2016728112
510	0.2015569208
511	0.2014659522
512	0.2013855234
513	0.2012502382
514	0.2011804799
515	0.2011086976
516	0.2009685366
517	0.2009072366
518	0.2008038464
519	0.2006905697
520	0.2005851777
521	0.2004978987
522	0.2004169923
523	0.2003639696
524	0.2002511512
525	0.2001619054
526	0.2000713076
527	0.1999711917
528	0.1998757402
529	0.1997929604
530	0.1997153416
531	0.1996305729
532	0.1995525787
533	0.1994553753
534	0.1993659201
535	0.1992019515
536	0.1990611361
537	0.1989648295
538	0.1988111382
539	0.1987231306
540	0.1986573197
541	0.1985907185
542	0.1985468363
543	0.198356768
544	0.1982531495
545	0.1981694601
546	0.1981206599
547	0.1980238749
548	0.1979720815
549	0.1979032457
550	0.1977982165
551	0.1976840982
552	0.1975469645
553	0.1974670138
554	0.1973948582
555	0.1972874656
556	0.197193526
557	0.1970703657
558	0.1969326397
559	0.1968181766
560	0.1967047864
561	0.1966018421
562	0.1965469389
563	0.1964312826
564	0.1963181688
565	0.1962195569
566	0.1961295781
567	0.1960255991
568	0.1959092087
569	0.1957982663
570	0.1956869674
571	0.1956400714
572	0.1955777395
573	0.195479995
574	0.1953413114
575	0.1952212817
576	0.1951427755
577	0.19506746
578	0.1949963577
579	0.1948672101
580	0.1948003395
581	0.1947484088
582	0.1946801967
583	0.1945898741
584	0.194500824
585	0.1944154499
586	0.1943244332
587	0.1942503997
588	0.1941712421
589	0.194100746
590	0.1940058707
591	0.1938942353
592	0.1938518403
593	0.1937662041
594	0.1937133171
595	0.1936390932
596	0.1935784626
597	0.1934982455
598	0.1933870939
599	0.1932805951
600	0.1932011726
601	0.1931352229
602	0.1930805331
603	0.1930245862
604	0.1929708488
605	0.1929139802
606	0.1928349978
607	0.192681244
608	0.1925517763
609	0.1924600022
610	0.1923562689
611	0.1922973785
612	0.1922224168
613	0.1921649938
614	0.1920858225
615	0.1920236794
616	0.1919584545
617	0.1918479967
618	0.1917634842
619	0.1916979511
620	0.1916082322
621	0.1914975679
622	0.1914277391
623	0.1913811878
624	0.1912805453
625	0.1911990737
626	0.1910750056
627	0.191049917
628	0.1909490123
629	0.19086854
630	0.1908230078
631	0.1907585272
632	0.1906682803
633	0.1905770022
634	0.1904751789
635	0.1903638691
636	0.1902460109
637	0.1901270136
638	0.1900422252
639	0.1900008096
640	0.1898970865
641	0.1898478413
642	0.1897532707
643	0.1896778645
644	0.1896058465
645	0.1895299935
646	0.1894377812
647	0.1893639985
648	0.1893005486
649	0.1892159009
650	0.18918699
651	0.1890739484
652	0.1890179059
653	0.1889169119
654	0.1888696709
655	0.1887790374
656	0.1886996336
657	0.1886403211
658	0.1886075705
659	0.1885514493
660	0.1884804662
661	0.1883576093
662	0.1882709714
663	0.1881759605
664	0.1879959176
665	0.1879212756
666	0.1878000655
667	0.1877714988
668	0.1877222564
669	0.1876347564
670	0.1875469283
671	0.1874595671
672	0.1873878489
673	0.1873227426
674	0.1872652789
675	0.1871501943
676	0.1870821517
677	0.1870238648
678	0.1869560349
679	0.1869042111
680	0.1868451851
681	0.1867495556
682	0.1866524937
683	0.1865975064
684	0.1864971212
685	0.1864157029
686	0.1863453577
687	0.186261866
688	0.1861820657
689	0.186102835
690	0.1860392632
691	0.1859766579
692	0.1858951767
693	0.185794509
694	0.1856826067
695	0.185617283
696	0.1855422915
697	0.1854717411
698	0.1854277625
699	0.1854062451
700	0.1853498296
701	0.1852565062
702	0.1851811399
703	0.1851255086
704	0.1850587343
705	0.1849623269
706	0.184918315
707	0.184849321
708	0.1847590672
709	0.1846973507
710	0.1846068638
711	0.1845401958
712	0.1844223284
713	0.1843729255
714	0.1842682516
715	0.1841741099
716	0.1840809894
717	0.1839819124
718	0.183886561
719	0.1838059913
720	0.1837605279
721	0.183645313
722	0.1835928838
723	0.1834885753
724	0.1834052785
725	0.1833385035
726	0.1832566688
727	0.1831809116
728	0.1831083014
729	0.1830146515
730	0.1829357407
731	0.1829001811
732	0.182831873
733	0.1827588648
734	0.1826448112
735	0.1825338143
736	0.1824500342
737	0.1823768187
738	0.1823335918
739	0.182246891
740	0.1822241238
741	0.1821710946
742	0.1821231974
743	0.1820387
744	0.1819743815
745	0.1818704473
746	0.1818242435
747	0.1817606432
748	0.1816699403
749	0.1815990715
750	0.1815287403
751	0.1814632485
752	0.1813941703
753	0.1812904319
754	0.1812216815
755	0.1810907308
756	0.1810504811
757	0.1809636236
758	0.1809019501
759	0.1808293262
760	0.1807424822
761	0.1806622041
762	0.1805436338
763	0.180489444
764	0.1804105331
765	0.1803439902
766	0.1802842929
767	0.1802288241
768	0.1801989893
769	0.1801381771
770	0.1800749721
771	0.179996304
772	0.1799690853
773	0.1798998906
774	0.1798395879
775	0.1797735403
776	0.179686429
777	0.1796182473
778	0.1795541369
779	0.1794725422
780	0.1794124879
781	0.1793609525
782	0.1793007298
783	0.1792450288
784	0.1791720116
785	0.1791032556
786	0.1789986835
787	0.1789465174
788	0.1788697388
789	0.1788240594
790	0.1787646184
791	0.1786955225
792	0.1786779288
793	0.1786229604
794	0.1785595231
795	0.1784927208
796	0.1784199361
797	0.1783429053
798	0.1783146873
799	0.1782545419
800	0.1781835209
801	0.1781199048
802	0.1780136421
803	0.1779612564
804	0.1778901682
805	0.1777915009
806	0.1777134183
807	0.1776362201
808	0.1775532536
809	0.1774658743
810	0.1773958404
811	0.1773418805
812	0.1772375378
813	0.1771878611
814	0.1771221292
815	0.1770505654
816	0.1769829822
817	0.1769281337
818	0.1768553356
819	0.1767758927
820	0.1766901917
821	0.1766100962
822	0.1765403479
823	0.1764516159
824	0.1763677841
825	0.1762970492
826	0.176247646
827	0.1761573572
828	0.1761329269
829	0.1760809571
830	0.1760364123
831	0.1759573695
832	0.1758793426
833	0.1758342983
834	0.1757572092
835	0.1756868572
836	0.1756106744
837	0.1755347687
838	0.1754998508
839	0.175446593
840	0.1753863231
841	0.1753059029
842	0.1752127166
843	0.1751506452
844	0.1750935596
845	0.175015668
846	0.174951461
847	0.1749136463
848	0.1748419201
849	0.1747572213
850	0.1747014298
851	0.1746364186
852	0.1745223513
853	0.1744522701
854	0.1743747579
855	0.1742891727
856	0.1742410589
857	0.1741799362
858	0.1741090562
859	0.1740169372
860	0.1740116166
861	0.1739434795
862	0.1738979243
863	0.173837097
864	0.1737504376
865	0.1736790853
866	0.1736353539
867	0.1735736602
868	0.1735032718
869	0.1734373212
870	0.1734081039
871	0.1733328286
872	0.1732658035
873	0.1732039343
874	0.1731344676
875	0.1730737774
876	0.1729723794
877	0.1728706431
878	0.172817762
879	0.1727547779
880	0.172685563
881	0.1726154506
882	0.1725107554
883	0.1724597166
884	0.1723886004
885	0.1723102014
886	0.1722506254
887	0.1722061097
888	0.1721465147
889	0.172091623
890	0.172036255
891	0.1719734433
892	0.1719384418
893	0.1718714692
894	0.1717973211
895	0.1717418054
896	0.1716432895
897	0.1715975428
898	0.1715186966
899	0.1714527724
900	0.1713765716
901	0.1712935946
902	0.1712084918
903	0.1711202974
904	0.1710624162
905	0.1710108073
906	0.1709142708
907	0.170852337
908	0.1708131791
909	0.1707358293
910	0.1706671994
911	0.170612796
912	0.1705371224
913	0.1704757573
914	0.1704074228
915	0.1703620668
916	0.1702957266
917	0.1702558037
918	0.1701620322
919	0.1701046285
920	0.1700802081
921	0.1700177255
922	0.1699815315
923	0.1699433665
924	0.1698759711
925	0.1698291154
926	0.1697763683
927	0.1696942953
928	0.1696384899
929	0.1695693281
930	0.1695380729
931	0.1694787159
932	0.1693726831
933	0.1693223742
934	0.1692677347
935	0.1691776927
936	0.1691243528
937	0.1690689541
938	0.1690413058
939	0.1689832666
940	0.1689410879
941	0.1688511592
942	0.1688275334
943	0.1687882218
944	0.1687474259
945	0.1687064008
946	0.1686452185
947	0.1685980405
948	0.1685475227
949	0.1684820033
950	0.1684278783
951	0.1683420687
952	0.1682922479
953	0.1681955064
954	0.1681505245
955	0.1681015674
956	0.1680477392
957	0.1679946712
958	0.1679222869
959	0.1678706302
960	0.1678228596
961	0.1677787303
962	0.1676863906
963	0.1676278557
964	0.1675680801
965	0.1675207981
966	0.1674540417
967	0.1674151355
968	0.1673448698
969	0.1672757709
970	0.1672093958
971	0.167178888
972	0.167115695
973	0.1670478615
974	0.1669895284
975	0.1669452408
976	0.1668772847
977	0.1668420729
978	0.1667805401
979	0.1666912684
980	0.166621774
981	0.1665599548
982	0.1665140128
983	0.166437479
984	0.1663840763
985	0.1663367135
986	0.1662443023
987	0.1661634745
988	0.1661496112
989	0.1660965934
990	0.1660595341
991	0.1660306241
992	0.1659922638
993	0.1659638698
994	0.1658838053
995	0.165831235
996	0.165815086
997	0.1657492214
998	0.1657224157
999	0.1656840927
